iter	Logloss
0	0.3026023726
1	0.1344588479
2	0.06671443961
3	0.0402104614
4	0.02910736697
5	0.02405561218
6	0.02156528692
7	0.02015721559
8	0.01929905295
9	0.01874817799
10	0.0183582609
11	0.01807659364
12	0.01786124531
13	0.01769141477
14	0.01755607194
15	0.01744982076
16	0.01736517869
17	0.01729412213
18	0.01723624302
19	0.01718773773
20	0.01714528929
21	0.01710976855
22	0.01707928451
23	0.01705302947
24	0.017027391
25	0.01700607376
26	0.01698748736
27	0.0169713989
28	0.0169582443
29	0.01694681582
30	0.01693583774
31	0.01692413347
32	0.0169123802
33	0.01690292968
34	0.01689183382
35	0.01688352793
36	0.01687457679
37	0.01686729756
38	0.01686100701
39	0.01685317258
40	0.0168460862
41	0.01683766386
42	0.01682984739
43	0.0168203155
44	0.01681218594
45	0.0168045317
46	0.0167980005
47	0.01679140449
48	0.01678555878
49	0.0167789192
50	0.01677277636
51	0.01676632054
52	0.01676031841
53	0.01675609843
54	0.01674989803
55	0.0167442507
56	0.01673788681
57	0.01673242249
58	0.01672621493
59	0.01672102111
60	0.01671568398
61	0.01671062717
62	0.0167054578
63	0.016698886
64	0.0166932796
65	0.01668790555
66	0.01668237155
67	0.01667660983
68	0.01667168008
69	0.01666593214
70	0.01666164003
71	0.01665707336
72	0.01665140093
73	0.01664648421
74	0.01664095207
75	0.01663770545
76	0.01663377979
77	0.01662925911
78	0.01662430543
79	0.01662058772
80	0.01661728528
81	0.01661371609
82	0.01661093636
83	0.01660629715
84	0.0166018268
85	0.01659832843
86	0.01659243788
87	0.01658819309
88	0.01658454385
89	0.01657955909
90	0.01657638176
91	0.01657233405
92	0.01656842403
93	0.01656418859
94	0.01655914667
95	0.01655456836
96	0.01655090122
97	0.01654814078
98	0.01654471433
99	0.01654103749
100	0.01653684452
101	0.01653211889
102	0.01652848867
103	0.01652410964
104	0.01651927115
105	0.01651534257
106	0.01651162315
107	0.01650692658
108	0.01650376124
109	0.01650076751
110	0.01649828974
111	0.01649543159
112	0.01649057983
113	0.01648637915
114	0.01648320981
115	0.01647965355
116	0.01647541852
117	0.0164731587
118	0.01646997359
119	0.01646670033
120	0.01646396678
121	0.01645982992
122	0.0164555342
123	0.01645146073
124	0.01644895668
125	0.01644529403
126	0.01644272133
127	0.01643891711
128	0.01643648577
129	0.01643298778
130	0.01643010334
131	0.01642607969
132	0.01642299001
133	0.01641984643
134	0.01641609995
135	0.01641125515
136	0.01640704013
137	0.01640431383
138	0.01640136883
139	0.01639725177
140	0.01639393558
141	0.01639074792
142	0.01638690034
143	0.01638277776
144	0.01637917935
145	0.0163756163
146	0.0163722035
147	0.01636804409
148	0.01636437066
149	0.01636211109
150	0.01635983975
151	0.01635753191
152	0.01635424434
153	0.01635062875
154	0.0163485995
155	0.0163456234
156	0.01634387996
157	0.01634091207
158	0.01633708926
159	0.01633386182
160	0.01633021211
161	0.01632767706
162	0.01632462519
163	0.0163201895
164	0.01631668915
165	0.01631299324
166	0.01630890336
167	0.01630575707
168	0.01630253539
169	0.01629753583
170	0.01629441103
171	0.0162901915
172	0.0162839743
173	0.01628019171
174	0.01627644289
175	0.01627334321
176	0.01626959936
177	0.01626608986
178	0.01626185255
179	0.01625831544
180	0.01625413458
181	0.01624976723
182	0.01624631316
183	0.01624346705
184	0.01623976322
185	0.01623703424
186	0.01623484521
187	0.01623105188
188	0.01622730252
189	0.01622337293
190	0.01622150279
191	0.01621751935
192	0.01621496708
193	0.01621190081
194	0.01620785047
195	0.01620486566
196	0.01620139045
197	0.01619786
198	0.01619242234
199	0.01618975658
200	0.01618478821
201	0.01618160261
202	0.01617957999
203	0.01617643227
204	0.01617352024
205	0.01616956549
206	0.01616713701
207	0.01616452111
208	0.01616091575
209	0.01615731961
210	0.01615478378
211	0.01615197362
212	0.01614907035
213	0.01614636417
214	0.01614380616
215	0.01614034241
216	0.01613641518
217	0.016132657
218	0.01612978245
219	0.01612655268
220	0.0161245642
221	0.01612187492
222	0.01611836502
223	0.0161137912
224	0.01611053987
225	0.01610647695
226	0.01610281763
227	0.01609974781
228	0.01609589934
229	0.01609355627
230	0.0160898213
231	0.01608757607
232	0.01608508073
233	0.01608194531
234	0.01607914246
235	0.01607645206
236	0.01607210437
237	0.01606882889
238	0.01606614366
239	0.01606408446
240	0.01606139228
241	0.01605739531
242	0.01605455806
243	0.01605131181
244	0.01604725047
245	0.01604491898
246	0.01604232132
247	0.01603938284
248	0.01603623141
249	0.01603367124
250	0.01602993037
251	0.01602669244
252	0.01602351947
253	0.01602060868
254	0.01601759414
255	0.0160137289
256	0.01601044131
257	0.01600762493
258	0.01600491705
259	0.01600214498
260	0.01599933162
261	0.01599544033
262	0.01599298502
263	0.01598972193
264	0.01598740058
265	0.01598474753
266	0.01598196235
267	0.01597862145
268	0.01597524534
269	0.01597283705
270	0.01596973991
271	0.01596735617
272	0.01596487519
273	0.01596175756
274	0.01595834373
275	0.01595583938
276	0.01595379722
277	0.0159511761
278	0.01594772107
279	0.0159455155
280	0.01594161719
281	0.01593847962
282	0.01593594877
283	0.0159331826
284	0.01593020897
285	0.01592794235
286	0.01592500533
287	0.01592264251
288	0.01592064327
289	0.0159182998
290	0.01591575854
291	0.01591245437
292	0.01590894853
293	0.01590479943
294	0.01590185054
295	0.01589909167
296	0.01589654695
297	0.01589416426
298	0.01589098177
299	0.01588845045
300	0.01588659302
301	0.01588311
302	0.01587928337
303	0.0158767137
304	0.01587389484
305	0.01587143486
306	0.01586880783
307	0.01586463571
308	0.01586174699
309	0.01585835658
310	0.01585569619
311	0.01585300451
312	0.01585082116
313	0.01584765571
314	0.01584562047
315	0.015843465
316	0.01584100372
317	0.0158372083
318	0.01583452846
319	0.01583145055
320	0.01582787927
321	0.01582448897
322	0.01582152046
323	0.01581937554
324	0.01581727786
325	0.01581419513
326	0.01581080154
327	0.01580831292
328	0.0158051545
329	0.01580206824
330	0.01579929459
331	0.01579575986
332	0.01579281525
333	0.01579063693
334	0.01578780874
335	0.01578398024
336	0.0157812617
337	0.01577788443
338	0.01577570016
339	0.01577274807
340	0.01576990082
341	0.01576807202
342	0.01576494711
343	0.01576255033
344	0.01575984243
345	0.01575660893
346	0.01575364423
347	0.01575065291
348	0.01574857781
349	0.01574554631
350	0.01574318033
351	0.01574150929
352	0.01573811088
353	0.01573435795
354	0.0157314891
355	0.01572827865
356	0.01572526472
357	0.01572251965
358	0.0157194564
359	0.01571657781
360	0.0157150612
361	0.01571304618
362	0.0157107065
363	0.01570814695
364	0.01570636229
365	0.01570331412
366	0.01570132425
367	0.0156980048
368	0.01569536491
369	0.015692261
370	0.01569023042
371	0.01568813447
372	0.0156849517
373	0.01568187901
374	0.01567944486
375	0.01567747189
376	0.01567481553
377	0.01567263852
378	0.01566999744
379	0.01566845666
380	0.01566571239
381	0.01566374561
382	0.01566153544
383	0.0156579512
384	0.01565417943
385	0.01565128652
386	0.01564876624
387	0.01564554409
388	0.01564333186
389	0.01564096254
390	0.0156391543
391	0.01563740413
392	0.01563546169
393	0.01563228208
394	0.01562997768
395	0.01562713034
396	0.01562542707
397	0.01562356302
398	0.01562216967
399	0.01561946592
400	0.01561617848
401	0.01561387959
402	0.01561093501
403	0.01560786938
404	0.01560467703
405	0.01560162893
406	0.01559919714
407	0.01559617459
408	0.01559278938
409	0.01558989594
410	0.01558890248
411	0.01558582719
412	0.01558370765
413	0.01558158817
414	0.01557980424
415	0.01557740571
416	0.01557602295
417	0.01557330224
418	0.01557150357
419	0.01556799465
420	0.0155649398
421	0.01556234486
422	0.0155595488
423	0.01555682691
424	0.01555415433
425	0.01555232144
426	0.01554932343
427	0.01554680241
428	0.01554389049
429	0.01554183153
430	0.01553916967
431	0.01553730463
432	0.01553495832
433	0.01553236759
434	0.01552961378
435	0.01552598716
436	0.01552355737
437	0.01552143757
438	0.01551871308
439	0.01551555868
440	0.01551422775
441	0.0155117269
442	0.01550916699
443	0.01550673696
444	0.01550486227
445	0.01550189743
446	0.01549957695
447	0.01549746991
448	0.015494911
449	0.01549291524
450	0.0154900204
451	0.01548767864
452	0.01548538939
453	0.01548331162
454	0.01548043902
455	0.0154772418
456	0.01547431329
457	0.01547195729
458	0.01546957259
459	0.01546658613
460	0.01546329645
461	0.01546130105
462	0.01545874746
463	0.01545684031
464	0.01545557491
